Gene	Wave	query name	accession
Pa_6_3880	0	TAF4	PF05236.17
Pa_6_3890	0	Beta-Casp	PF10996.11
Pa_6_390	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_6_3900	0	#N/A	#N/A
Pa_6_3910	0	ING	PF12998.10
Pa_6_3920	0	Prenyltransf	PF01255.22
Pa_6_3930	0	Rhomboid	PF01694.25
Pa_6_3940	0	Uds1	PF15456.9
Pa_6_3950	0	PALP	PF00291.28
Pa_6_3960	0	DSPc	PF00782.23
Pa_6_3970	0	#N/A	#N/A
Pa_6_3980	0	Adaptin_N	PF01602.23
Pa_6_3990	0	WSC	PF01822.22
Pa_6_40	0	#N/A	#N/A
Pa_6_400	0	Fungal_trans_2	PF11951.11
Pa_6_4000	0	Methyltransf_11	PF08241.15
Pa_6_4010	0	P16-Arc	PF04699.17
Pa_6_4020	0	DBR1	PF05011.16
Pa_6_4030	0	Abhydrolase_1	PF00561.23
Pa_6_4040	0	Skp1_POZ	PF03931.18
Pa_6_4050	0	Ras	PF00071.25
Pa_6_4060	0	DASH_Dad1	PF08649.13
Pa_6_4065	Wave IV	#N/A	#N/A
Pa_6_4070	Wave IV	#N/A	#N/A
Pa_6_4080	Wave IV	MS_channel	PF00924.21
Pa_6_4090	0	DLH	PF01738.21
Pa_6_410	0	Ammonium_transp	PF00909.24
Pa_6_4100	0	HSP70	PF00012.23
Pa_6_4110	Wave II	HMG_box	PF00505.22
Pa_6_4120	0	AAA	PF00004.32
Pa_6_4130	0	EamA	PF00892.23
Pa_6_4140	0	Macro	PF01661.24
Pa_6_4150	0	TFIID-18kDa	PF02269.19
Pa_6_4160	0	DUF1242	PF06842.15
Pa_6_4170	0	Tcp11	PF05794.16
Pa_6_4180	0	V_ATPase_I	PF01496.22
Pa_6_4190	0	PP2C	PF00481.24
Pa_6_420	0	AA_permease	PF00324.24
Pa_6_4200	0	#N/A	#N/A
Pa_6_4210	Wave IV	FTR1	PF03239.17
Pa_6_4220	0	Cu-oxidase	PF00394.25
Pa_6_4230	0	CDP-OH_P_transf	PF01066.24
Pa_6_4240	0	OMPdecase	PF00215.27
Pa_6_4250	0	Fungal_trans	PF04082.21
Pa_6_4260	Wave III	#N/A	#N/A
Pa_6_4270	0	#N/A	#N/A
Pa_6_4280	0	Ala_racemase_N	PF01168.23
Pa_6_4290	Wave IV	#N/A	#N/A
Pa_6_430	0	#N/A	#N/A
Pa_6_4300	0	Mo25	PF08569.14
Pa_6_4310	0	Anticodon_1	PF08264.16
Pa_6_4320	0	Sfi1	PF08457.13
Pa_6_4330	0	KOW	PF00467.32
Pa_6_4340	0	#N/A	#N/A
Pa_6_435	Wave IV	#N/A	#N/A
Pa_6_4350	0	#N/A	#N/A
Pa_6_4360	Wave IV	#N/A	#N/A
Pa_6_4370	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_6_4380	0	SWIB	PF02201.21
Pa_6_4390	0	Het-C	PF07217.14
Pa_6_440	0	#N/A	#N/A
Pa_6_4400	0	Cyt-b5	PF00173.31
Pa_6_4410	0	RBM39linker	PF15519.9
Pa_6_4420	0	#N/A	#N/A
Pa_6_4430	0	LRR_4	PF12799.10
Pa_6_4440	0	#N/A	#N/A
Pa_6_4450	0	CFEM	PF05730.14
Pa_6_4460	0	ATP-cone	PF03477.19
Pa_6_4470	0	TatD_DNase	PF01026.24
Pa_6_4480	0	CENP-N	PF05238.16
Pa_6_4490	0	bZIP_2	PF07716.18
Pa_6_450	0	FMO-like	PF00743.22
Pa_6_4500	0	#N/A	#N/A
Pa_6_4505	0	#N/A	#N/A
Pa_6_4507	0	#N/A	#N/A
Pa_6_4510	0	DUF6060	PF19535.2
Pa_6_4520	0	Aminotran_1_2	PF00155.24
Pa_6_4530	0	Glyco_trans_1_4	PF13692.9
Pa_6_4540	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_6_4550	0	GEN1_C	PF18380.4
Pa_6_4560	0	Actin	PF00022.22
Pa_6_4570	Wave IV	#N/A	#N/A
Pa_6_4580	0	#N/A	#N/A
Pa_6_4590	0	#N/A	#N/A
Pa_6_460	0	#N/A	#N/A
Pa_6_4600	0	#N/A	#N/A
Pa_6_4610	0	#N/A	#N/A
Pa_6_4620	0	#N/A	#N/A
Pa_6_4630	0	Spt20	PF12090.11
Pa_6_4640	0	ATG27	PF09451.13
Pa_6_4650	0	ECH_1	PF00378.23
Pa_6_4660	0	IPK	PF03770.19
Pa_6_4670	0	#N/A	#N/A
Pa_6_4680	0	Abp2	PF09441.13
Pa_6_4690	0	Mito_carr	PF00153.30
Pa_6_470	0	HET	PF06985.14
Pa_6_4700	0	#N/A	#N/A
Pa_6_4710	0	Mak10	PF04112.16
Pa_6_4720	0	ATP-synt_Eps	PF04627.16
Pa_6_4730	0	Peptidase_M16	PF00675.23
Pa_6_4740	0	HTH_9	PF08221.14
Pa_6_4750	0	Mito_carr	PF00153.30
Pa_6_4760	0	#N/A	#N/A
Pa_6_4770	0	#N/A	#N/A
Pa_6_4780	0	VWA	PF00092.31
Pa_6_4784	0	#N/A	#N/A
Pa_6_4786	Wave IV	#N/A	#N/A
Pa_6_4790	0	Seryl_tRNA_N	PF02403.25
Pa_6_480	0	Ion_trans	PF00520.34
Pa_6_4800	0	#N/A	#N/A
Pa_6_4810	0	#N/A	#N/A
Pa_6_4820	0	RRM_1	PF00076.25
Pa_6_4830	0	Metallophos	PF00149.31
Pa_6_4840	Wave V	MFS_1	PF07690.19
Pa_6_4850	0	Prefoldin_2	PF01920.23
Pa_6_4860	0	#N/A	#N/A
Pa_6_4870	0	#N/A	#N/A
Pa_6_4880	0	DNA_binding_1	PF01035.23
Pa_6_4890	0	#N/A	#N/A
Pa_6_490	0	Cellulase	PF00150.21
Pa_6_4900	0	#N/A	#N/A
Pa_6_4910	0	Nop	PF01798.21
Pa_6_4920	0	vATP-synt_AC39	PF01992.19
Pa_6_4930	0	Ribosomal_S15	PF00312.25
Pa_6_495	Wave V	#N/A	#N/A
Pa_6_4950	0	Ribosomal_S2	PF00318.23
Pa_6_4970	0	RasGEF	PF00617.22
Pa_6_4980	0	TRF	PF08558.13
Pa_6_4990	0	Aldedh	PF00171.25
Pa_6_50	0	#N/A	#N/A
Pa_6_500	0	#N/A	#N/A
Pa_6_5000	0	MFS_1	PF07690.19
Pa_6_5010	Wave III	Amidase	PF01425.24
Pa_6_5020	0	#N/A	#N/A
Pa_6_5030	0	AAA_22	PF13401.9
Pa_6_5040	0	PRMT5	PF05185.19
Pa_6_5050	0	LSM	PF01423.25
Pa_6_5060	0	#N/A	#N/A
Pa_6_5070	0	#N/A	#N/A
Pa_6_5080	0	#N/A	#N/A
Pa_6_5090	0	Band_7	PF01145.28
Pa_6_510	0	Lipase_GDSL	PF00657.25
Pa_6_5110	0	MFS_1	PF07690.19
Pa_6_5120	0	Cupin_8	PF13621.9
Pa_6_5140	0	Mito_carr	PF00153.30
Pa_6_515	Wave II	#N/A	#N/A
Pa_6_5150	0	DEAD	PF00270.32
Pa_6_5160	0	#N/A	#N/A
Pa_6_5170	0	#N/A	#N/A
Pa_6_5180	0	KxDL	PF10241.12
Pa_6_5190	0	#N/A	#N/A
Pa_6_520	0	Zn_clus	PF00172.21
Pa_6_5200	0	#N/A	#N/A
Pa_6_5210	0	Cir_N	PF10197.12
Pa_6_5220	0	AAA	PF00004.32
Pa_6_5230	0	zf-C2H2	PF00096.29
Pa_6_5240	0	Uso1_p115_C	PF04871.16
Pa_6_5250	0	XRN_M	PF17846.4
Pa_6_5260	0	CRAL_TRIO_2	PF13716.9
Pa_6_5270	0	zf-C2H2	PF00096.29
Pa_6_5280	0	DHQ_synthase	PF01761.23
Pa_6_5290	0	#N/A	#N/A
Pa_6_530	0	NAD_binding_10	PF13460.9
Pa_6_5300	0	#N/A	#N/A
Pa_6_5310	0	AA_permease	PF00324.24
Pa_6_5320	Wave IV	MFS_1	PF07690.19
Pa_6_5330	0	#N/A	#N/A
Pa_6_5340	0	CENP-T_C	PF15511.9
Pa_6_5350	0	CENP-S	PF15630.9
Pa_6_5360	0	RNA_pol_Rpb1_1	PF04997.15
Pa_6_5370	0	DUF1115	PF06544.15
Pa_6_5380	Wave IV	#N/A	#N/A
Pa_6_5390	Wave II	zf-C2H2	PF00096.29
Pa_6_540	Wave V	#N/A	#N/A
Pa_6_5400	0	DEAD_2	PF06733.18
Pa_6_5410	0	RTP1_C1	PF10363.12
Pa_6_5415	0	#N/A	#N/A
Pa_6_5420	0	#N/A	#N/A
Pa_6_5430	0	DDHD	PF02862.20
Pa_6_5440	0	Peptidase_C48	PF02902.22
Pa_6_5450	0	RGS	PF00615.22
Pa_6_5460	0	Mus7	PF09462.13
Pa_6_5470	0	#N/A	#N/A
Pa_6_5480	0	COX4	PF02936.17
Pa_6_550	0	AAA_19	PF13245.9
Pa_6_5500	0	DAO	PF01266.27
Pa_6_5510	0	AAA	PF00004.32
Pa_6_5520	0	EamA	PF00892.23
Pa_6_5530	0	DUF382	PF04037.16
Pa_6_554	0	#N/A	#N/A
Pa_6_5540	0	AAA_16	PF13191.9
Pa_6_5550	0	Zn_clus	PF00172.21
Pa_6_5560	0	2-oxogl_dehyd_N	PF16078.8
Pa_6_5570	0	BSD	PF03909.20
Pa_6_558	Wave III	#N/A	#N/A
Pa_6_5580	0	WD40	PF00400.35
Pa_6_5590	0	AAA	PF00004.32
Pa_6_560	0	HTH_ABP1_N	PF18107.4
Pa_6_5600	0	Alpha-amylase	PF00128.27
Pa_6_5610	0	ATP-synt_ab	PF00006.28
Pa_6_5620	0	Esterase_PHB	PF10503.12
Pa_6_5630	0	VEFS-Box	PF09733.12
Pa_6_5640	0	#N/A	#N/A
Pa_6_5650	0	UFD1	PF03152.17
Pa_6_5660	0	GYF	PF02213.19
Pa_6_5670	0	AAA	PF00004.32
Pa_6_5680	0	#N/A	#N/A
Pa_6_5690	0	#N/A	#N/A
Pa_6_570	0	PB1	PF00564.27
Pa_6_5700	0	#N/A	#N/A
Pa_6_5710	0	XRCC4	PF06632.15
Pa_6_5720	0	#N/A	#N/A
Pa_6_5730	0	Blt1	PF12754.10
Pa_6_5740	0	Cofilin_ADF	PF00241.23
Pa_6_5750	0	Cpn60_TCP1	PF00118.27
Pa_6_5759	0	#N/A	#N/A
Pa_6_5760	0	PP2C	PF00481.24
Pa_6_5762	0	#N/A	#N/A
Pa_6_5770	0	#N/A	#N/A
Pa_6_5780	0	#N/A	#N/A
Pa_6_5790	Wave II	#N/A	#N/A
Pa_6_5795	Wave IV	#N/A	#N/A
Pa_6_580	0	SAC3_GANP	PF03399.19
Pa_6_5800	0	Cyt-b5	PF00173.31
Pa_6_5810	0	#N/A	#N/A
Pa_6_5820	0	PP4R3	PF04802.18
Pa_6_5830	0	#N/A	#N/A
Pa_6_5840	0	Glyco_tranf_2_3	PF13641.9
Pa_6_5850	0	S4	PF01479.28
Pa_6_5860	0	La	PF05383.20
Pa_6_5870	0	G-patch	PF01585.26
Pa_6_5880	0	adh_short	PF00106.28
Pa_6_5890	0	Longin	PF13774.9
Pa_6_590	0	EAP30	PF04157.19
Pa_6_5900	0	Helicase_C	PF00271.34
Pa_6_5910	0	Peptidase_C12	PF01088.24
Pa_6_5920	0	#N/A	#N/A
Pa_6_5930	0	AAA_22	PF13401.9
Pa_6_5940	0	DAO	PF01266.27
Pa_6_5950	0	#N/A	#N/A
Pa_6_5960	0	Mito_carr	PF00153.30
Pa_6_5970	0	#N/A	#N/A
Pa_6_5980	0	EIF_2_alpha	PF07541.15
Pa_6_5990	0	cNMP_binding	PF00027.32
Pa_6_5995	0	#N/A	#N/A
Pa_6_60	0	CorA	PF01544.21
Pa_6_600	0	#N/A	#N/A
Pa_6_6000	0	AAA	PF00004.32
Pa_6_6010	0	Arf	PF00025.24
Pa_6_6020	0	FA_hydroxylase	PF04116.16
Pa_6_6030	0	NCA2	PF08637.13
Pa_6_6040	0	Arf	PF00025.24
Pa_6_6050	0	#N/A	#N/A
Pa_6_6060	0	#N/A	#N/A
Pa_6_6070	0	#N/A	#N/A
Pa_6_6080	0	Ion_trans	PF00520.34
Pa_6_6090	0	ATP-grasp	PF02222.25
Pa_6_610	0	Glyco_hydro_47	PF01532.23
Pa_6_6100	0	#N/A	#N/A
Pa_6_6110	0	#N/A	#N/A
Pa_6_6120	0	#N/A	#N/A
Pa_6_6130	0	TAP42	PF04177.15
Pa_6_6140	0	PNP_phzG_C	PF10590.12
Pa_6_6150	0	DEAD	PF00270.32
Pa_6_6160	0	HET	PF06985.14
Pa_6_6170	0	#N/A	#N/A
Pa_6_6180	0	Ku	PF02735.19
Pa_6_6190	0	Ferrochelatase	PF00762.22
Pa_6_620	0	#N/A	#N/A
Pa_6_6200	0	#N/A	#N/A
Pa_6_6210	0	#N/A	#N/A
Pa_6_6220	0	#N/A	#N/A
Pa_6_6230	0	DUF3638	PF12340.11
Pa_6_6240	0	DUF6606	PF20255.1
Pa_6_6250	0	#N/A	#N/A
Pa_6_6260	Wave IV	CAP	PF00188.29
Pa_6_6270	0	Ank	PF00023.33
Pa_6_6275	0	Methyltransf_11	PF08241.15
Pa_6_6280	Wave II	#N/A	#N/A
Pa_6_6285	0	#N/A	#N/A
Pa_6_6290	0	#N/A	#N/A
Pa_6_630	0	MFS_1	PF07690.19
Pa_6_6310	0	Gly_transf_sug	PF04488.18
Pa_6_6320	0	Acyl_transf_3	PF01757.25
Pa_6_6330	Wave II	Oxidored_FMN	PF00724.23
Pa_6_6340	0	MFS_1	PF07690.19
Pa_6_635	0	#N/A	#N/A
Pa_6_6350	0	p450	PF00067.25
Pa_6_6360	0	#N/A	#N/A
Pa_6_6380	0	DUF3433	PF11915.11
Pa_6_6390	0	#N/A	#N/A
Pa_6_640	0	#N/A	#N/A
Pa_6_6400	0	Glyco_hydro_11	PF00457.20
Pa_6_6410	0	#N/A	#N/A
Pa_6_6420	0	HD_3	PF13023.9
Pa_6_6430	0	GMC_oxred_C	PF05199.16
Pa_6_6440	0	Transp_cyt_pur	PF02133.18
Pa_6_6450	0	AA_permease	PF00324.24
Pa_6_6460	0	#N/A	#N/A
Pa_6_6470	0	#N/A	#N/A
Pa_6_6475	0	#N/A	#N/A
Pa_6_6480	0	FSH1	PF03959.16
Pa_6_6490	0	#N/A	#N/A
Pa_6_650	0	Peptidase_M57	PF12388.11
Pa_6_6500	0	#N/A	#N/A
Pa_6_6510	0	#N/A	#N/A
Pa_6_6520	0	Exo5	PF09810.12
Pa_6_6530	0	EamA	PF00892.23
Pa_6_6540	0	adh_short	PF00106.28
Pa_6_655	0	#N/A	#N/A
Pa_6_6550	0	Myb_DNA-binding	PF00249.34
Pa_6_6560	0	GalP_UDP_tr_C	PF02744.20
Pa_6_6570	0	Erg28	PF03694.16
Pa_6_6580	0	adh_short	PF00106.28
Pa_6_6590	0	Nucleoporin_C	PF03177.17
Pa_6_660	Wave I	#N/A	#N/A
Pa_6_6600	0	Peptidase_C14	PF00656.25
Pa_6_6610	0	CHAT	PF12770.10
Pa_6_6615	0	#N/A	#N/A
Pa_6_6620	0	Glyco_transf_22	PF03901.20
Pa_6_6630	0	Gar1	PF04410.17
Pa_6_6640	0	SH3_1	PF00018.31
Pa_6_6650	0	#N/A	#N/A
Pa_6_6660	0	TPR_1	PF00515.31
Pa_6_6670	0	HGTP_anticodon	PF03129.23
Pa_6_6680	0	Cpn60_TCP1	PF00118.27
Pa_6_6690	0	Acetyltransf_1	PF00583.28
Pa_6_670	0	Abhydrolase_6	PF12697.10
Pa_6_6700	0	Esterase	PF00756.23
Pa_6_6710	0	#N/A	#N/A
Pa_6_6720	0	#N/A	#N/A
Pa_6_6730	0	HET	PF06985.14
Pa_6_6740	Wave IV	#N/A	#N/A
Pa_6_6745	0	Ifi-6-16	PF06140.16
Pa_6_6750	0	Methyltransf_11	PF08241.15
Pa_6_6760	0	#N/A	#N/A
Pa_6_6770	0	NUC153	PF08159.15
Pa_6_6780	Wave III	#N/A	#N/A
Pa_6_6790	0	#N/A	#N/A
Pa_6_680	Wave I	UbiA	PF01040.21
Pa_6_6800	0	#N/A	#N/A
Pa_6_6810	0	#N/A	#N/A
Pa_6_6820	0	#N/A	#N/A
Pa_6_6830	0	#N/A	#N/A
Pa_6_6840	0	CHAT	PF12770.10
Pa_6_6845	Wave IV	#N/A	#N/A
Pa_6_6850	0	AFG1_ATPase	PF03969.19
Pa_6_6860	0	DUF1295	PF06966.15
Pa_6_6870	0	Peptidase_M20	PF01546.31
Pa_6_6880	Wave V	PLDc_2	PF13091.9
Pa_6_6890	0	Cyclin_N	PF00134.26
Pa_6_690	0	p450	PF00067.25
Pa_6_6900	0	#N/A	#N/A
Pa_6_6905	Wave IV	#N/A	#N/A
Pa_6_6910	0	FBPase	PF00316.23
Pa_6_6920	0	#N/A	#N/A
Pa_6_6930	Wave IV	#N/A	#N/A
Pa_6_6935	0	#N/A	#N/A
Pa_6_6940	0	p450	PF00067.25
Pa_6_695	Wave IV	TPR_1	PF00515.31
Pa_6_6950	0	#N/A	#N/A
Pa_6_6955	0	#N/A	#N/A
Pa_6_6960	0	#N/A	#N/A
Pa_6_6970	0	#N/A	#N/A
Pa_6_6980	0	HET	PF06985.14
Pa_6_6990	0	CBM_1	PF00734.21
Pa_6_70	0	AMP-binding	PF00501.31
Pa_6_700	0	Dcc1	PF09724.12
Pa_6_7000	Wave II	Methyltransf_11	PF08241.15
Pa_6_7010	0	#N/A	#N/A
Pa_6_7020	0	MFS_1	PF07690.19
Pa_6_7030	0	Brix	PF04427.21
Pa_6_7040	0	DEAD	PF00270.32
Pa_6_7050	0	CwfJ_C_1	PF04677.18
Pa_6_7060	0	#N/A	#N/A
Pa_6_7070	0	ATP_bind_1	PF03029.20
Pa_6_7080	0	DNA_RNApol_7kD	PF03604.16
Pa_6_7090	0	HIT	PF01230.26
Pa_6_710	0	#N/A	#N/A
Pa_6_7100	0	Aldo_ket_red	PF00248.24
Pa_6_7110	0	ChAPs	PF09295.13
Pa_6_7120	0	#N/A	#N/A
Pa_6_7130	0	UQ_con	PF00179.29
Pa_6_7140	0	RabGAP-TBC	PF00566.21
Pa_6_7145	Wave II	#N/A	#N/A
Pa_6_7150	0	HLH	PF00010.29
Pa_6_7160	0	HLH	PF00010.29
Pa_6_7170	Wave IV	#N/A	#N/A
Pa_6_7173	0	#N/A	#N/A
Pa_6_7190	0	#N/A	#N/A
Pa_6_720	0	#N/A	#N/A
Pa_6_7200	Wave IV	#N/A	#N/A
Pa_6_7210	0	BTB	PF00651.34
Pa_6_7220	Wave V	DUF1349	PF07081.14
Pa_6_7230	0	BRF1	PF07741.16
Pa_6_7240	0	#N/A	#N/A
Pa_6_7250	0	Lipase_GDSL	PF00657.25
Pa_6_7260	0	DUF6601	PF20246.1
Pa_6_7270	0	Bac_DnaA	PF00308.21
Pa_6_7280	0	#N/A	#N/A
Pa_6_7290	0	#N/A	#N/A
Pa_6_730	0	BHD_1	PF10403.12
Pa_6_7300	0	MFS_1	PF07690.19
Pa_6_7310	0	p450	PF00067.25
Pa_6_7320	0	DUF829	PF05705.17
Pa_6_7330	0	Chal_sti_synt_C	PF02797.18
Pa_6_7340	0	Acyl_transf_1	PF00698.24
Pa_6_7345	Wave II	#N/A	#N/A
Pa_6_7350	Wave II	Asp	PF00026.26
Pa_6_7360	0	AMP-binding	PF00501.31
Pa_6_7370	0	#N/A	#N/A
Pa_6_7380	0	Lipase_GDSL	PF00657.25
Pa_6_7385	0	#N/A	#N/A
Pa_6_7390	0	Melibiase	PF02065.21
Pa_6_740	0	zf-AN1	PF01428.19
Pa_6_7400	0	#N/A	#N/A
Pa_6_7410	0	AAA_15	PF13175.9
Pa_6_7420	0	#N/A	#N/A
Pa_6_7430	0	#N/A	#N/A
Pa_6_7440	0	#N/A	#N/A
Pa_6_7445	0	#N/A	#N/A
Pa_6_7450	0	#N/A	#N/A
Pa_6_7460	Wave IV	Glyco_hydro_71	PF03659.17
Pa_6_7470	0	#N/A	#N/A
Pa_6_7475	0	#N/A	#N/A
Pa_6_7480	0	ADH_zinc_N_2	PF13602.9
Pa_6_7490	0	#N/A	#N/A
Pa_6_75	0	ECH_1	PF00378.23
Pa_6_750	0	MTP18	PF10558.12
Pa_6_7500	0	HET	PF06985.14
Pa_6_7510	0	#N/A	#N/A
Pa_6_7520	0	#N/A	#N/A
Pa_6_7523	0	#N/A	#N/A
Pa_6_7525	Wave IV	#N/A	#N/A
Pa_6_7530	0	Vps35	PF03635.20
Pa_6_7540	0	PA	PF02225.25
Pa_6_7550	Wave II	GMC_oxred_C	PF05199.16
Pa_6_7555	0	#N/A	#N/A
Pa_6_7560	0	TENA_THI-4	PF03070.19
Pa_6_7563	0	#N/A	#N/A
Pa_6_7570	0	DAO	PF01266.27
Pa_6_7580	0	#N/A	#N/A
Pa_6_7585	Wave II	#N/A	#N/A
Pa_6_7590	Wave II	#N/A	#N/A
Pa_6_760	0	ATP19	PF11022.11
Pa_6_7600	0	GFA	PF04828.17
Pa_6_7610	0	AAA_33	PF13671.9
Pa_6_7620	0	#N/A	#N/A
Pa_6_7630	0	MFS_1	PF07690.19
Pa_6_7640	Wave III	TBP	PF00352.24
Pa_6_765	Wave IV	#N/A	#N/A
Pa_6_7650	Wave V	#N/A	#N/A
Pa_6_7660	0	#N/A	#N/A
Pa_6_767	0	#N/A	#N/A
Pa_6_7670	0	#N/A	#N/A
Pa_6_7680	0	#N/A	#N/A
Pa_6_7690	Wave II	Glyco_hydro_76	PF03663.17
Pa_6_770	Wave II	Na_H_Exchanger	PF00999.24
Pa_6_7700	0	MFS_1	PF07690.19
Pa_6_7710	0	#N/A	#N/A
Pa_6_7715	0	PLDc_N	PF13396.9
Pa_6_7720	0	DAO	PF01266.27
Pa_6_7730	0	BTB_2	PF02214.25
Pa_6_7740	0	F-box-like	PF12937.10
Pa_6_7750	0	dCMP_cyt_deam_1	PF00383.26
Pa_6_7760	0	#N/A	#N/A
Pa_6_7765	0	#N/A	#N/A
Pa_6_7770	0	MFS_1	PF07690.19
Pa_6_7775	0	#N/A	#N/A
Pa_6_7780	0	AA9	PF03443.17
Pa_6_7790	Wave IV	Glyoxalase	PF00903.28
Pa_6_780	0	DAO	PF01266.27
Pa_6_7800	0	FAD_binding_3	PF01494.22
Pa_6_7810	0	p450	PF00067.25
Pa_6_7820	0	FAA_hydrolase	PF01557.21
Pa_6_7830	0	Fungal_trans	PF04082.21
Pa_6_784	0	#N/A	#N/A
Pa_6_7840	0	FAD_binding_3	PF01494.22
Pa_6_7850	0	Methyltransf_33	PF10017.12
Pa_6_786	0	#N/A	#N/A
Pa_6_7860	0	MFS_1	PF07690.19
Pa_6_7870	0	Methyltransf_24	PF13578.9
Pa_6_788	0	#N/A	#N/A
Pa_6_7880	0	Cu-oxidase	PF00394.25
Pa_6_7890	0	TauD	PF02668.19
Pa_6_790	0	PI31_Prot_C	PF08577.14
Pa_6_7900	0	MFS_1	PF07690.19
Pa_6_7910	0	Mpv17_PMP22	PF04117.15
Pa_6_7920	0	DHO_dh	PF01180.24
Pa_6_7930	0	G-alpha	PF00503.23
Pa_6_7940	0	Helicase_C	PF00271.34
Pa_6_7950	0	AmyA-A_glucT_m	PF09094.14
Pa_6_7955	0	#N/A	#N/A
Pa_6_7960	0	DUF6601	PF20246.1
Pa_6_7965	0	#N/A	#N/A
Pa_6_7967	Wave IV	#N/A	#N/A
Pa_6_7970	0	#N/A	#N/A
Pa_6_7980	0	Ank	PF00023.33
Pa_6_7990	0	#N/A	#N/A
Pa_6_80	0	BD-FAE	PF20434.1
Pa_6_800	0	IBN_N	PF03810.22
Pa_6_8000	0	HRI1	PF16815.8
Pa_6_8003	0	#N/A	#N/A
Pa_6_8005	0	#N/A	#N/A
Pa_6_8010	Wave II	#N/A	#N/A
Pa_6_8020	0	#N/A	#N/A
Pa_6_8025	0	#N/A	#N/A
Pa_6_8030	0	#N/A	#N/A
Pa_6_8040	0	zf-ANAPC11	PF12861.10
Pa_6_8045	0	#N/A	#N/A
Pa_6_8047	0	#N/A	#N/A
Pa_6_8050	Wave V	#N/A	#N/A
Pa_6_8060	Wave V	GMC_oxred_C	PF05199.16
Pa_6_8080	0	#N/A	#N/A
Pa_6_8090	0	AUDH_Cupin	PF18637.4
Pa_6_810	0	HORMA	PF02301.21
Pa_6_8100	0	#N/A	#N/A
Pa_6_8110	0	#N/A	#N/A
Pa_6_8120	0	PhoD	PF09423.13
Pa_6_8125	0	#N/A	#N/A
Pa_6_8140	Wave II	Lipoxygenase	PF00305.22
Pa_6_8148	0	#N/A	#N/A
Pa_6_8150	0	adh_short	PF00106.28
Pa_6_8160	0	Chitin_bind_1	PF00187.22
Pa_6_8170	0	#N/A	#N/A
Pa_6_8180	0	#N/A	#N/A
Pa_6_8190	0	Dioxygenase_C	PF00775.24
Pa_6_820	0	RhoGEF	PF00621.23
Pa_6_8200	0	#N/A	#N/A
Pa_6_8210	0	#N/A	#N/A
Pa_6_8220	0	#N/A	#N/A
Pa_6_8230	0	UDPGT	PF00201.21
Pa_6_8240	0	#N/A	#N/A
Pa_6_8250	Wave II	Peptidase_S41	PF03572.21
Pa_6_8260	Wave II	#N/A	#N/A
Pa_6_8270	0	HET	PF06985.14
Pa_6_8290	0	FAR1	PF03101.18
Pa_6_830	0	#N/A	#N/A
Pa_6_8300	0	Chitin_bind_1	PF00187.22
Pa_6_8310	Wave II	#N/A	#N/A
Pa_6_8320	0	#N/A	#N/A
Pa_6_8330	0	DNA_pol_A_exo1	PF01612.23
Pa_6_8335	Wave IV	#N/A	#N/A
Pa_6_8340	0	#N/A	#N/A
Pa_6_8350	0	GATase_3	PF07685.17
Pa_6_8360	0	SOR_SNZ	PF01680.20
Pa_6_8365	0	#N/A	#N/A
Pa_6_8370	0	#N/A	#N/A
Pa_6_8380	0	#N/A	#N/A
Pa_6_8390	0	PAT1	PF09770.12
Pa_6_840	0	#N/A	#N/A
Pa_6_8400	0	Glyco_transf_15	PF01793.19
Pa_6_8410	0	Ribosom_S12_S23	PF00164.28
Pa_6_8420	0	Acyl-CoA_dh_1	PF00441.27
Pa_6_8430	0	C1_1	PF00130.25
Pa_6_8440	0	She9_MDM33	PF05546.14
Pa_6_8450	Wave V	adh_short	PF00106.28
Pa_6_8460	0	HET	PF06985.14
Pa_6_8470	0	DAO	PF01266.27
Pa_6_8480	0	ALG3	PF05208.16
Pa_6_8490	0	eIF-1a	PF01176.22
Pa_6_850	Wave III	Clr5	PF14420.9
Pa_6_8500	0	HAD	PF12710.10
Pa_6_8510	0	MFS_1	PF07690.19
Pa_6_8520	0	Amino_oxidase	PF01593.27
Pa_6_8530	0	Kelch_5	PF13854.9
Pa_6_8540	0	#N/A	#N/A
Pa_6_8550	0	p450	PF00067.25
Pa_6_8560	0	Methyltransf_23	PF13489.9
Pa_6_8570	Wave IV	Acetyltransf_11	PF13720.9
Pa_6_8580	0	#N/A	#N/A
Pa_6_8590	0	#N/A	#N/A
Pa_6_860	0	AAA	PF00004.32
Pa_6_8600	0	MFS_1	PF07690.19
Pa_6_8610	Wave IV	#N/A	#N/A
Pa_6_8620	0	#N/A	#N/A
Pa_6_8630	0	RTA1	PF04479.16
Pa_6_8640	0	NAD_binding_11	PF14833.9
Pa_6_8650	0	#N/A	#N/A
Pa_6_8660	0	Rho_GDI	PF02115.20
Pa_6_8670	0	Metallophos	PF00149.31
Pa_6_8680	0	#N/A	#N/A
Pa_6_8690	0	#N/A	#N/A
Pa_6_870	0	#N/A	#N/A
Pa_6_8700	0	Adaptin_N	PF01602.23
Pa_6_8710	0	#N/A	#N/A
Pa_6_8720	0	Nuf2	PF03800.17
Pa_6_8730	0	#N/A	#N/A
Pa_6_8740	0	Thioredoxin	PF00085.23
Pa_6_8750	Wave III	WSC	PF01822.22
